dataset,var,class
endline,c27_notconsult_u7_23_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_24_4,haven_labelled/vctrs_vctr/double
endline,c28_inpatient_u7_4,haven_labelled/vctrs_vctr/double
endline,c29_insu_u7_4,haven_labelled/vctrs_vctr/double
endline,c39_1_earn,haven_labelled/vctrs_vctr/double
endline,c39_ownearn,haven_labelled/vctrs_vctr/double
endline,c40_husearn,haven_labelled/vctrs_vctr/double
endline,c41_health,haven_labelled/vctrs_vctr/double
endline,c42_health_child,haven_labelled/vctrs_vctr/double
endline,d1_preg,haven_labelled/vctrs_vctr/double
endline,d2_insu_preg,haven_labelled/vctrs_vctr/double
endline,d3_week,numeric
endline,d4_anc,haven_labelled/vctrs_vctr/double
endline,d5_firstseek,numeric
endline,d6_anctime,numeric
endline,d7_lastvisit,Date
endline,d8_antecare,character
endline,d8_antecare_1,haven_labelled/vctrs_vctr/double
endline,d8_antecare_2,haven_labelled/vctrs_vctr/double
endline,d8_antecare_3,haven_labelled/vctrs_vctr/double
endline,d8_antecare_4,haven_labelled/vctrs_vctr/double
endline,d8_antecare_5,haven_labelled/vctrs_vctr/double
endline,d8_antecare_6,haven_labelled/vctrs_vctr/double
endline,d8_antecare_7,haven_labelled/vctrs_vctr/double
endline,d8_antecare_8,haven_labelled/vctrs_vctr/double
endline,d8_antecare_9,haven_labelled/vctrs_vctr/double
endline,d8_antecare_10,haven_labelled/vctrs_vctr/double
endline,d8_antecare_11,haven_labelled/vctrs_vctr/double
endline,d9_admit,haven_labelled/vctrs_vctr/double
endline,d10_past_preg_end,haven_labelled/vctrs_vctr/double
endline,past_preg_outcome,haven_labelled/vctrs_vctr/double
endline,dob_yn,haven_labelled/vctrs_vctr/double
endline,dob_yes,Date
endline,d11_year,numeric
endline,d12_place,haven_labelled/vctrs_vctr/double
endline,d12_assist_del,haven_labelled/vctrs_vctr/double
endline,d13_reason,character
endline,d13_reason_1,haven_labelled/vctrs_vctr/double
endline,d13_reason_2,haven_labelled/vctrs_vctr/double
endline,d13_reason_3,haven_labelled/vctrs_vctr/double
endline,d13_reason_4,haven_labelled/vctrs_vctr/double
endline,d13_reason_5,haven_labelled/vctrs_vctr/double
endline,d13_reason_6,haven_labelled/vctrs_vctr/double
endline,d13_reason_7,haven_labelled/vctrs_vctr/double
endline,d13_reason_8,haven_labelled/vctrs_vctr/double
endline,d13_reason_9,haven_labelled/vctrs_vctr/double
endline,d13_reason_10,haven_labelled/vctrs_vctr/double
endline,d13_reason_11,haven_labelled/vctrs_vctr/double
endline,d13_reason_12,haven_labelled/vctrs_vctr/double
endline,d13_reason_13,haven_labelled/vctrs_vctr/double
endline,d13_reason_14,haven_labelled/vctrs_vctr/double
endline,d13_reason_15,haven_labelled/vctrs_vctr/double
endline,d13_reason_16,haven_labelled/vctrs_vctr/double
endline,d13_reason_17,haven_labelled/vctrs_vctr/double
endline,d13_reason_18,haven_labelled/vctrs_vctr/double
endline,d13_reason_19,haven_labelled/vctrs_vctr/double
endline,d13_reason_20,haven_labelled/vctrs_vctr/double
endline,d13_reason_21,haven_labelled/vctrs_vctr/double
endline,d13_reason_22,haven_labelled/vctrs_vctr/double
endline,d13_reason_23,haven_labelled/vctrs_vctr/double
endline,d13_reason_24,haven_labelled/vctrs_vctr/double
endline,d13_reason_25,haven_labelled/vctrs_vctr/double
endline,d13_reason_26,haven_labelled/vctrs_vctr/double
endline,d13_reason_27,haven_labelled/vctrs_vctr/double
endline,d13_anc_yn,haven_labelled/vctrs_vctr/double
endline,d13_anc_week,numeric
endline,d14_time,numeric
endline,d14_antecare,character
endline,d14_antecare_1,haven_labelled/vctrs_vctr/double
endline,d14_antecare_2,haven_labelled/vctrs_vctr/double
endline,d14_antecare_3,haven_labelled/vctrs_vctr/double
endline,d14_antecare_4,haven_labelled/vctrs_vctr/double
endline,d14_antecare_5,haven_labelled/vctrs_vctr/double
endline,d14_antecare_6,haven_labelled/vctrs_vctr/double
endline,d14_antecare_7,haven_labelled/vctrs_vctr/double
endline,d14_antecare_8,haven_labelled/vctrs_vctr/double
endline,d14_antecare_9,haven_labelled/vctrs_vctr/double
endline,d14_antecare_10,haven_labelled/vctrs_vctr/double
endline,d14_antecare_11,haven_labelled/vctrs_vctr/double
endline,d14_anc_usg,numeric
endline,d14_anc_antitt,numeric
endline,d14_anc_deworm,numeric
endline,d14_anc_iron,numeric
endline,d15_admit,haven_labelled/vctrs_vctr/double
endline,d15_admit_reason,haven_labelled/vctrs_vctr/double
endline,d15_insutype,haven_labelled/vctrs_vctr/double
endline,d16_assist_yn,haven_labelled/vctrs_vctr/double
endline,d17_prog_support,character
endline,d17_prog_support_1,haven_labelled/vctrs_vctr/double
endline,d17_prog_support_2,haven_labelled/vctrs_vctr/double
endline,d17_prog_support_3,haven_labelled/vctrs_vctr/double
endline,d17_prog_support_4,haven_labelled/vctrs_vctr/double
endline,d18_prog_support_cash,numeric
endline,e1_vaccine_1,haven_labelled/vctrs_vctr/double
endline,e2_vaccine_record_1,haven_labelled/vctrs_vctr/double
endline,e3a_birth_1,haven_labelled/vctrs_vctr/double
endline,e3b_2months_1,haven_labelled/vctrs_vctr/double
endline,e3c_4months_1,haven_labelled/vctrs_vctr/double
endline,e3c_6months_1,haven_labelled/vctrs_vctr/double
endline,e3d_9months_1,haven_labelled/vctrs_vctr/double
endline,e3e_half_1,haven_labelled/vctrs_vctr/double
endline,e3f_other_1,haven_labelled/vctrs_vctr/double
endline,e4_1_covid_1,haven_labelled/vctrs_vctr/double
endline,e4_2_covid_dosage_1,numeric
endline,e1_vaccine_2,haven_labelled/vctrs_vctr/double
endline,e2_vaccine_record_2,haven_labelled/vctrs_vctr/double
endline,e3a_birth_2,haven_labelled/vctrs_vctr/double
endline,e3b_2months_2,haven_labelled/vctrs_vctr/double
endline,e3c_4months_2,haven_labelled/vctrs_vctr/double
endline,e3c_6months_2,haven_labelled/vctrs_vctr/double
endline,e3d_9months_2,haven_labelled/vctrs_vctr/double
endline,e3e_half_2,haven_labelled/vctrs_vctr/double
endline,e3f_other_2,haven_labelled/vctrs_vctr/double
endline,e4_1_covid_2,haven_labelled/vctrs_vctr/double
endline,e4_2_covid_dosage_2,numeric
endline,e1_vaccine_3,haven_labelled/vctrs_vctr/double
endline,e2_vaccine_record_3,haven_labelled/vctrs_vctr/double
endline,e3a_birth_3,haven_labelled/vctrs_vctr/double
endline,e3b_2months_3,haven_labelled/vctrs_vctr/double
endline,e3c_4months_3,haven_labelled/vctrs_vctr/double
endline,e3c_6months_3,haven_labelled/vctrs_vctr/double
endline,e3d_9months_3,haven_labelled/vctrs_vctr/double
endline,e3e_half_3,haven_labelled/vctrs_vctr/double
endline,e3f_other_3,haven_labelled/vctrs_vctr/double
endline,e4_1_covid_3,haven_labelled/vctrs_vctr/double
endline,e4_2_covid_dosage_3,numeric
endline,e1_vaccine_4,haven_labelled/vctrs_vctr/double
endline,e2_vaccine_record_4,haven_labelled/vctrs_vctr/double
endline,e3a_birth_4,haven_labelled/vctrs_vctr/double
endline,e3b_2months_4,haven_labelled/vctrs_vctr/double
endline,e3c_4months_4,haven_labelled/vctrs_vctr/double
endline,e3c_6months_4,haven_labelled/vctrs_vctr/double
endline,e3d_9months_4,haven_labelled/vctrs_vctr/double
endline,e3e_half_4,haven_labelled/vctrs_vctr/double
endline,e3f_other_4,haven_labelled/vctrs_vctr/double
endline,e4_1_covid_4,haven_labelled/vctrs_vctr/double
endline,e4_2_covid_dosage_4,numeric
endline,f1_income,character
endline,f1_income_0,haven_labelled/vctrs_vctr/double
endline,f1_income_1,haven_labelled/vctrs_vctr/double
endline,f1_income_2,haven_labelled/vctrs_vctr/double
endline,f1_income_3,haven_labelled/vctrs_vctr/double
endline,f1_income_4,haven_labelled/vctrs_vctr/double
endline,f1_income_5,haven_labelled/vctrs_vctr/double
endline,f1_income_6,haven_labelled/vctrs_vctr/double
endline,f1_income_7,haven_labelled/vctrs_vctr/double
endline,f1_income_8,haven_labelled/vctrs_vctr/double
endline,f1_income_9,haven_labelled/vctrs_vctr/double
endline,f1_income_10,haven_labelled/vctrs_vctr/double
endline,f1_income_11,haven_labelled/vctrs_vctr/double
endline,f1_income_12,haven_labelled/vctrs_vctr/double
endline,f1_income_13,haven_labelled/vctrs_vctr/double
endline,f1_income_14,haven_labelled/vctrs_vctr/double
endline,f1_income_15,haven_labelled/vctrs_vctr/double
endline,f1_income_16,haven_labelled/vctrs_vctr/double
endline,f1_income_17,haven_labelled/vctrs_vctr/double
endline,f1_income_18,haven_labelled/vctrs_vctr/double
endline,f1_income_19,haven_labelled/vctrs_vctr/double
endline,f1_income_20,haven_labelled/vctrs_vctr/double
endline,f1_income_21,haven_labelled/vctrs_vctr/double
endline,f1_income_22,haven_labelled/vctrs_vctr/double
endline,f1_income_23,haven_labelled/vctrs_vctr/double
endline,f1_income_24,haven_labelled/vctrs_vctr/double
endline,f1_income_25,haven_labelled/vctrs_vctr/double
endline,f1_income_26,haven_labelled/vctrs_vctr/double
endline,f1_income_27,haven_labelled/vctrs_vctr/double
endline,f1_income_28,haven_labelled/vctrs_vctr/double
endline,f1_income_29,haven_labelled/vctrs_vctr/double
endline,f1_income_30,haven_labelled/vctrs_vctr/double
endline,f1_income_31,haven_labelled/vctrs_vctr/double
endline,f1_income_32,haven_labelled/vctrs_vctr/double
endline,f1_income_33,haven_labelled/vctrs_vctr/double
endline,f1_income_34,haven_labelled/vctrs_vctr/double
endline,f1_income_35,haven_labelled/vctrs_vctr/double
endline,f1_income_36,haven_labelled/vctrs_vctr/double
endline,f1_income_37,haven_labelled/vctrs_vctr/double
endline,f2_incomeone,haven_labelled/vctrs_vctr/double
endline,f3_icomemmk,numeric
endline,f4a_food,numeric
endline,f4b_living,numeric
endline,f4c_water,numeric
endline,f4d_cloth,numeric
endline,f4e_social,numeric
endline,f4f_edu,numeric
endline,f4g_health,numeric
endline,f4h_transport,numeric
endline,f4i_commu,numeric
endline,fj_electricity,numeric
endline,f4k_other,numeric
endline,f4k_other_oth,haven_labelled/vctrs_vctr/double
endline,f5_spend_compare,haven_labelled/vctrs_vctr/double
endline,f6_assist_yn,haven_labelled/vctrs_vctr/double
endline,f7_assist_org,character
endline,f7_assist_org_0,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_1,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_2,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_3,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_4,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_5,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_6,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_7,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_8,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_9,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_10,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_11,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_12,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_97,haven_labelled/vctrs_vctr/double
endline,f7_assist_org_98,haven_labelled/vctrs_vctr/double
endline,f8_assist_type,character
endline,f8_assist_type_1,haven_labelled/vctrs_vctr/double
endline,f8_assist_type_2,haven_labelled/vctrs_vctr/double
endline,f8_assist_type_3,haven_labelled/vctrs_vctr/double
endline,f8_assist_type_4,haven_labelled/vctrs_vctr/double
endline,f9_assist_cash,numeric
endline,f10_assist_food,numeric
endline,f11_assist_nfood,numeric
endline,g1_shock,haven_labelled/vctrs_vctr/double
endline,g2_shockyes,character
endline,g2_shockyes_1,haven_labelled/vctrs_vctr/double
endline,g2_shockyes_2,haven_labelled/vctrs_vctr/double
endline,g2_shockyes_3,haven_labelled/vctrs_vctr/double
endline,g2_shockyes_4,haven_labelled/vctrs_vctr/double
endline,g2_shockyes_5,haven_labelled/vctrs_vctr/double
endline,g2_shockyes_6,haven_labelled/vctrs_vctr/double
endline,g2_shockyes_7,haven_labelled/vctrs_vctr/double
endline,g2_shockyes_8,haven_labelled/vctrs_vctr/double
endline,g3_money,haven_labelled/vctrs_vctr/double
endline,g4_difficult,haven_labelled/vctrs_vctr/double
endline,g5_difficult1,haven_labelled/vctrs_vctr/double
endline,g6_force,character
endline,g6_force_1,haven_labelled/vctrs_vctr/double
endline,g6_force_2,haven_labelled/vctrs_vctr/double
endline,g6_force_3,haven_labelled/vctrs_vctr/double
endline,g6_force_4,haven_labelled/vctrs_vctr/double
endline,g6_force_5,haven_labelled/vctrs_vctr/double
endline,g6_force_6,haven_labelled/vctrs_vctr/double
endline,h1_source,haven_labelled/vctrs_vctr/double
endline,h2_symptoms,character
endline,h2_symptoms_1,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_2,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_3,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_4,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_5,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_6,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_7,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_8,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_9,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_10,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_11,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_12,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_13,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_14,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_15,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_16,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_17,haven_labelled/vctrs_vctr/double
endline,h2_symptoms_98,haven_labelled/vctrs_vctr/double
endline,h3_suspected,character
endline,h3_suspected_1,haven_labelled/vctrs_vctr/double
endline,h3_suspected_2,haven_labelled/vctrs_vctr/double
endline,h3_suspected_3,haven_labelled/vctrs_vctr/double
endline,h3_suspected_4,haven_labelled/vctrs_vctr/double
endline,h3_suspected_5,haven_labelled/vctrs_vctr/double
endline,h3_suspected_6,haven_labelled/vctrs_vctr/double
endline,h3_suspected_7,haven_labelled/vctrs_vctr/double
endline,h3_suspected_8,haven_labelled/vctrs_vctr/double
endline,h3_suspected_9,haven_labelled/vctrs_vctr/double
endline,h3_suspected_10,haven_labelled/vctrs_vctr/double
endline,h3_suspected_11,haven_labelled/vctrs_vctr/double
endline,h3_suspected_97,haven_labelled/vctrs_vctr/double
endline,h3_suspected_98,haven_labelled/vctrs_vctr/double
endline,h4_protect,character
endline,h4_protect_1,haven_labelled/vctrs_vctr/double
endline,h4_protect_2,haven_labelled/vctrs_vctr/double
endline,h4_protect_3,haven_labelled/vctrs_vctr/double
endline,h4_protect_4,haven_labelled/vctrs_vctr/double
endline,h4_protect_5,haven_labelled/vctrs_vctr/double
endline,h4_protect_6,haven_labelled/vctrs_vctr/double
endline,h4_protect_7,haven_labelled/vctrs_vctr/double
endline,h4_protect_8,haven_labelled/vctrs_vctr/double
endline,h4_protect_9,haven_labelled/vctrs_vctr/double
endline,h4_protect_10,haven_labelled/vctrs_vctr/double
endline,h4_protect_11,haven_labelled/vctrs_vctr/double
endline,h4_protect_12,haven_labelled/vctrs_vctr/double
endline,h4_protect_13,haven_labelled/vctrs_vctr/double
endline,h4_protect_14,haven_labelled/vctrs_vctr/double
endline,h4_protect_15,haven_labelled/vctrs_vctr/double
endline,h4_protect_16,haven_labelled/vctrs_vctr/double
endline,h4_protect_17,haven_labelled/vctrs_vctr/double
endline,h4_protect_18,haven_labelled/vctrs_vctr/double
endline,h4_protect_19,haven_labelled/vctrs_vctr/double
endline,h4_protect_20,haven_labelled/vctrs_vctr/double
endline,h4_protect_21,haven_labelled/vctrs_vctr/double
endline,h4_protect_22,haven_labelled/vctrs_vctr/double
endline,h4_protect_98,haven_labelled/vctrs_vctr/double
endline,h5_emergency,character
endline,h5_emergency_1,haven_labelled/vctrs_vctr/double
endline,h5_emergency_2,haven_labelled/vctrs_vctr/double
endline,h5_emergency_3,haven_labelled/vctrs_vctr/double
endline,h5_emergency_4,haven_labelled/vctrs_vctr/double
endline,h5_emergency_5,haven_labelled/vctrs_vctr/double
endline,h5_emergency_6,haven_labelled/vctrs_vctr/double
endline,h5_emergency_7,haven_labelled/vctrs_vctr/double
endline,h5_emergency_8,haven_labelled/vctrs_vctr/double
endline,h5_emergency_9,haven_labelled/vctrs_vctr/double
endline,h5_emergency_10,haven_labelled/vctrs_vctr/double
endline,h5_emergency_11,haven_labelled/vctrs_vctr/double
endline,h5_emergency_12,haven_labelled/vctrs_vctr/double
endline,h5_emergency_13,haven_labelled/vctrs_vctr/double
endline,h5_emergency_14,haven_labelled/vctrs_vctr/double
endline,h5_emergency_15,haven_labelled/vctrs_vctr/double
endline,h5_emergency_97,haven_labelled/vctrs_vctr/double
endline,h5_emergency_98,haven_labelled/vctrs_vctr/double
endline,h6_1_vaccine,haven_labelled/vctrs_vctr/double
endline,h6_2_vaccine_dosage,numeric
endline,i1_hhenroll,numeric
endline,i2_preg_enrl,numeric
endline,i3_u7_enrl,numeric
endline,i4_preg_claim,numeric
endline,i5_u7_claim,numeric
endline,i6_total_claim,numeric
endline,j1_fucall,haven_labelled/vctrs_vctr/double
endline,j3_time,haven_labelled/vctrs_vctr/double
endline,key,character
endline,starttime,POSIXct/POSIXt
endline,endtime,POSIXct/POSIXt
endline,interview_time,POSIXct/POSIXt
endline,subdate,Date
endline,survey,numeric
endline,submissiondate,Date
endline,hh_id,character
midline,duration_min,numeric
midline,caseid,character
midline,tsp_name,character
midline,a12_preg,character
midline,a13_under7_baseline,character
midline,a13_under7_mid,numeric
midline,consent,haven_labelled/vctrs_vctr/double
midline,b1a_audio,haven_labelled/vctrs_vctr/double
midline,a1_tsp,haven_labelled/vctrs_vctr/double
midline,a1_state_oth,haven_labelled/vctrs_vctr/double
midline,a1_tsp_oth,haven_labelled/vctrs_vctr/double
midline,a9_edu_hh,haven_labelled/vctrs_vctr/double
midline,a12_preg_check,haven_labelled/vctrs_vctr/double
midline,a12_nopreg,haven_labelled/vctrs_vctr/double
midline,a14_edu_preg,haven_labelled/vctrs_vctr/double
midline,a14_u7age_mth_1,numeric
midline,a14_u7age_mth_2,numeric
midline,a14_u7age_mth_3,numeric
midline,a14_u7age_mth_4,numeric
midline,a16_edu_u7,haven_labelled/vctrs_vctr/double
midline,a17_house,haven_labelled/vctrs_vctr/double
midline,c8_illyesno_preg,haven_labelled/vctrs_vctr/double
midline,c9_insu_preg,haven_labelled/vctrs_vctr/double
midline,c10_seekcare_preg,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg,character
midline,c11_disease_preg_1,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_2,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_4,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_5,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_6,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_7,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_8,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_9,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_10,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_11,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_12,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_13,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_14,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_15,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_16,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_17,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_18,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_19,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_20,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_21,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_22,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_23,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_24,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_25,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_26,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_27,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_28,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_29,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_30,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_31,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_32,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_33,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_34,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_35,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_36,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_37,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_38,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_39,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_40,haven_labelled/vctrs_vctr/double
midline,c11_disease_preg_41,haven_labelled/vctrs_vctr/double
