wave,name,label,type,n_missing,pct_missing,n_unique,examples
endline,c5_amount_u7_4,"C5.In the last 12 months, what was the approximate amount spent on [${u7_name}]",numeric,2448,99.8,4,20000 | 100000 | 30000 | 40000
endline,c6_selfmed_u7_4,C6.Although [${u7_name}] didn't visit/interact and hospitalize any time in the,numeric,2450,99.9,3,20000 | 0 | 10000
endline,c7_compare_u7_4,C7.How do you think that the healthcare utilization for [${u7_name}] changed af,haven_labelled,2445,99.7,3,2 | 3 | 1
endline,c8_illyesno_u7_4,"C8.During the past 30 days did [${u7_name}] suffer from any illness, injury, or",haven_labelled,2445,99.7,2,0 | 1
endline,c9_insu_u7_4,C9.What is the main (government or private) health insurance covering [NAME]'s o,haven_labelled,2445,99.7,3,0 | 5 | 99
endline,c10_seekcare_u7_4,"C10.During the past 30 days, did [${u7_name}] consult anyone or visit any healt",haven_labelled,2448,99.8,2,1 | 0
endline,c11_disease_u7_4,"C11.For which disease (diagnosed by doctor/health care provider), [${u7_name}]",character,0,0,5, | 3 8 10 27 | 16 32 | 3 | 3 8
endline,c11_disease_u7_1_4,C11. Diarrhea,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_2_4,C11. Dengue Hemorrhagic Fever,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_3_4,C11. Fever,haven_labelled,2449,99.8,2,1 | 0
endline,c11_disease_u7_4_4,C11. Malaria,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_5_4,C11. Typhoid,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_6_4,C11. Kidney disease,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_7_4,"C11. Skin diseases (e.g., boils, lesions, etc.)",haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_8_4,C11. Cough,haven_labelled,2449,99.8,2,1 | 0
endline,c11_disease_u7_9_4,C11. Nasal congestion,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_10_4,C11. Running nose,haven_labelled,2449,99.8,2,1 | 0
endline,c11_disease_u7_11_4,C11. Influenza,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_12_4,C11. Abdominal pain,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_13_4,C11. Covid 19,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_14_4,C11. Hypertension,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_15_4,C11. Diabetes,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_16_4,C11. Nausea and vomiting,haven_labelled,2449,99.8,2,0 | 1
endline,c11_disease_u7_17_4,"C11. Accidents (motorbike/car accidents, etc)",haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_18_4,C11. Occupational injuries or other injuries,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_19_4,C11. Oral disease,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_20_4,C11. Low blood pressure/hypotension,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_21_4,"C11. Complications of pregnancy (diziness, bleeding, pain,weakness)",haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_22_4,C11. Heart disease,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_23_4,C11. Sore throat,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_24_4,C11. Muscle and joint pain,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_25_4,C11. Food poison,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_26_4,C11. Gastritics,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_27_4,C11. Urinary tract infection(UTI),haven_labelled,2449,99.8,2,1 | 0
endline,c11_disease_u7_28_4,C11. Neurological disorders/headache,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_29_4,C11. Constipation,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_30_4,C11. Pneumonia/AVI/Other respiratory tract infections,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_31_4,C11. Asthema,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_32_4,C11. Intestinal worms,haven_labelled,2449,99.8,2,0 | 1
endline,c11_disease_u7_33_4,C11. Bone demorfimty,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_34_4,C11. Indigestion,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_35_4,C11. Hydrocephalus,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_36_4,C11. Bloating,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_37_4,C11. Ear infection,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_38_4,C11. Epistasis,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_39_4,C11. Epilepsy/seizure,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_40_4,C11. Paralysis,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_41_4,C11. Medical checkup/investigations,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_42_4,C11. Weakness,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_43_4,C11. Back pain,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_44_4,C11. Jaundice,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_45_4,C11. Eyes disease/eyes infection,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_46_4,C11. Liver and biliary tract disease,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_47_4,C11. Lump,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_48_4,C11. Cancer,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_98_4,C11. Don't know,haven_labelled,2449,99.8,1,0
endline,c11_disease_u7_97_4,C11. Prefer not to answer,haven_labelled,2449,99.8,1,0
endline,c12_diagnose_u7_4,C12.Were any diagnostic / lab tests performed on [${u7_name}] as a part of the,haven_labelled,2449,99.8,2,0 | 1
endline,c13_medication_u7_4,C13.Did the provider prescribe [${u7_name}] any medications as a part of the tr,haven_labelled,2449,99.8,1,1
endline,c14_meditake_u7_4,C14.Did [${u7_name}] take the medicines prescribed by the provider?,haven_labelled,2449,99.8,1,1
endline,c15_format_u7_4,"C15.For [${u7_name}] in the past 30 days, what was the format of seeking medica",character,0,0,2, | 1
endline,c15_format_u7_1_4,C15. In person,haven_labelled,2449,99.8,1,1
endline,c15_format_u7_2_4,C15. Telemdicine only,haven_labelled,2449,99.8,1,0
endline,c15_format_u7_3_4,C15. Mix of inperson and telemedcicne,haven_labelled,2449,99.8,1,0
endline,c19_pertime_u7_4,"C19.During the past 30 days, how many in-person consultation visits did [${u7_n",numeric,2449,99.8,2,2 | 1
endline,c20_personlast_u7_4,"C20.For your most recent visit in the past 30 days, where did [] get care?",haven_labelled,2449,99.8,4,8 | 2 | 13 | 7
endline,c21_health_u7_4,"C21. For [${u7_name}]'s most recent visit/interaction, how much money was spent",numeric,2449,99.8,2,10000 | 0
endline,c22_nonhealth_u7_4,"C22.For [${u7_name}]'s most recent visit/interaction, how much money was spent",numeric,2449,99.8,4,2000 | 0 | 4000 | 2500
endline,c23_reimburse_u7_4,"C23.For [NAME's] most recent visit/interaction, how much did that ${c9_insu_u7_",numeric,2451,99.9,1,0
endline,c24_stopnormal_u7_4,"C24.For the most recent visit in the past 30 days, how many days did [${u7_name",numeric,2448,99.8,2,0 | 1
endline,c25_assist_u7_4,C25.Does [${u7_name}] or someone in his/her household currently receiving assis,character,0,0,4, | 0 | 7 | 9
endline,c25_assist_u7_0_4,C25. None,haven_labelled,2445,99.7,2,1 | 0
endline,c25_assist_u7_1_4,C25. Save the children,haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_2_4,C25. LIFT,haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_3_4,C25. MCCT,haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_4_4,C25. UNICEF,haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_5_4,C25. World Food Program (WFP),haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_6_4,C25. Local charity organizations,haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_7_4,C25. TdH,haven_labelled,2445,99.7,2,0 | 1
endline,c25_assist_u7_8_4,C25. Myat Wynn Lay Myar group,haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_9_4,C25. Bright Start/Common Health,haven_labelled,2445,99.7,2,0 | 1
endline,c25_assist_u7_10_4,C25. Private donors,haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_11_4,C25. Pact Myanmar,haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_12_4,C25. International Labour Organization (ILO),haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_97_4,C25. Prefer not to answer,haven_labelled,2445,99.7,1,0
endline,c25_assist_u7_98_4,C25. Don't know,haven_labelled,2445,99.7,1,0
endline,c26_nonsick_u7_4,"C26.Although you weren't [NAME wasn't] sick/ wounded, did you [he/she] consult a",character,0,0,2, | 4
endline,c26_nonsick_u7_1_4,C26. Under five visit with vaccination,haven_labelled,2450,99.9,1,0
endline,c26_nonsick_u7_2_4,C26. Under five visit without vaccination,haven_labelled,2450,99.9,1,0
endline,c26_nonsick_u7_3_4,C26. General check-up,haven_labelled,2450,99.9,1,0
endline,c26_nonsick_u7_4_4,C26. Didn't go to heath care facillity or consult with health care provider,haven_labelled,2450,99.9,1,1
endline,c27_notconsult_u7_4,C27.Why did [${u7_name}] not consult anyone or seek treatment? [Select all that,character,0,0,2, | 1 2
endline,c27_notconsult_u7_1_4,C27. Not serious illness,haven_labelled,2452,100,1,1
endline,c27_notconsult_u7_2_4,C27. Self-treated,haven_labelled,2452,100,1,1
endline,c27_notconsult_u7_3_4,C27. No money for treatment,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_4_4,C27. Too far,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_5_4,C27. Poor services,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_6_4,C27. Not safe,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_7_4,C27. Do not know can be fixed,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_8_4,C27. Do not know where to go,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_9_4,C27. Too expensive,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_10_4,C27. Could not get permission,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_11_4,C27. Embarrassment,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_12_4,C27. Problem disappeared,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_13_4,C27. Didn't want to go/ anxious,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_14_4,C27. Bad previous experience,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_15_4,C27. Couldn't stop working,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_16_4,C27. Had children/ other responsibilities at home,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_17_4,C27. There were insufficient health care providers at the clinics/hospitals,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_18_4,C27. Doctors or health care providers didn't allow me to come,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_19_4,C27. Concern about getting Covid 19,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_20_4,C27. Concern about transmitting Covid 19 to other people,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_21_4,C27. Clinics were closed,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_22_4,C27. Could not get appointment or appointment was cancelled or postponed (eg. Ho,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_23_4,C27. Lack of available transportation,haven_labelled,2452,100,1,0
endline,c27_notconsult_u7_24_4,C27. Clinic/ hospital had a long wait time,haven_labelled,2452,100,1,0
endline,c28_inpatient_u7_4,"C28.During the past 12 months, was [${u7_name}] hospitalized because of an illn",haven_labelled,2445,99.7,1,0
endline,c29_insu_u7_4,C29.What is the main (government or private) health insurance covering [NAME]'s,haven_labelled,2445,99.7,2,0 | 5
endline,c39_1_earn,c39.1 Have you earned during the past 12 months ?,haven_labelled,49,2,2,1 | 0
endline,c39_ownearn,"C39.Who usually decides how the money you earn will be used: you, your (husband/",haven_labelled,1370,55.8,5,3 | 1 | 4 | 2 | 5
endline,c40_husearn,C40.Who usually decides how your (husband's/ partner's earnings will be used: yo,haven_labelled,49,2,7,3 | 1 | 4 | 7 | 2
endline,c41_health,"C41.Who usually makes decisions about health care for yourself: you, your (husba",haven_labelled,49,2,5,3 | 1 | 2 | 4 | 5
endline,c42_health_child,"C42.Who usually makes decisions about health care for children: you, your (husba",haven_labelled,49,2,5,3 | 1 | 5 | 4 | 2
endline,d1_preg,D1.Are you currently pregnant?,haven_labelled,0,0,4,0 | 1 | 98 | 97
endline,d2_insu_preg,D2.What is the main (government or private) health insurance covering [NAME]'s ',haven_labelled,2370,96.6,6,0 | 1 | 98 | 6 | 5
endline,d3_week,D3.How far along are you in your pregnancy? (in weeks),numeric,2370,96.6,21,21 | 13 | 9 | 22 | 38
endline,d4_anc,D4.Have you ever received antenatal care for this pregnancy?,haven_labelled,2370,96.6,2,1 | 0
endline,d5_firstseek,D5.How far along were you when you first sought antenatal care for this pregnanc,numeric,2409,98.2,14,13 | 11 | 17 | 7 | 8
endline,d6_anctime,D6.How many times have you sought antenatal care for this pregnancy so far?,numeric,2409,98.2,8,3 | 1 | 2 | 8 | 6
endline,d7_lastvisit,D7.What is the date of last visit of antenatal care?,Date,2409,98.2,31,2022-12-03 | 2022-10-31 | 2022-12-01 | 2022-11-27 | 2022-12-21
endline,d8_antecare,"D8.For the [NAME]'s recent visit for antenatal care, what kinds of services did",character,0,0,36, | 1 2 5 7 10 11 | 1 7 9 | 1 2 3 5 6 7 | 1 5 7 10 11
endline,d8_antecare_1,D8. Vital sign,haven_labelled,2409,98.2,1,1
endline,d8_antecare_2,D8. Testing,haven_labelled,2409,98.2,2,1 | 0
endline,d8_antecare_3,D8. Infection screening,haven_labelled,2409,98.2,2,0 | 1
endline,d8_antecare_4,D8. Ultrasound,haven_labelled,2409,98.2,2,0 | 1
endline,d8_antecare_5,D8. Tetanus immunization,haven_labelled,2409,98.2,2,1 | 0
endline,d8_antecare_6,D8. Deworming,haven_labelled,2409,98.2,2,0 | 1
endline,d8_antecare_7,D8. Supplements,haven_labelled,2409,98.2,2,1 | 0
endline,d8_antecare_8,D8. Specialist consultation  (Specialist doctors),haven_labelled,2409,98.2,1,0
endline,d8_antecare_9,D8. Doctors' consultation (Non-specialist),haven_labelled,2409,98.2,2,0 | 1
endline,d8_antecare_10,D8. Nurses/midwives/health assistant consultation,haven_labelled,2409,98.2,2,1 | 0
endline,d8_antecare_11,D8. Weight measurement,haven_labelled,2409,98.2,2,1 | 0
endline,d9_admit,D9.Have you had an overnight hospital admission for reasons related to current p,haven_labelled,2370,96.6,1,0
endline,d10_past_preg_end,D10.Have you been pregnant during baseline ?,haven_labelled,2114,86.2,2,1 | 0
endline,past_preg_outcome,"D10.1.The last time we spoke, you indicated you were pregnant. May I ask what th",haven_labelled,2114,86.2,3,1 | 3 | 2
endline,dob_yn,D10.2.Do you remember the exact date of birth of your child ?,haven_labelled,2126,86.7,2,1 | 0
endline,dob_yes,D.10.3.When did you delivered your child?,Date,2127,86.7,149,2021-12-27 | 2022-01-15 | 2021-11-16 | 2022-01-18 | 2022-03-29
endline,d11_year,D11.How many months ago did you deliver your child? [Note: If the response is in,numeric,2121,86.5,14,11 | 10 | 12 | 8 | 16
endline,d12_place,D12.Where did you deliver the child? [Select one. Do not read out the choice lis,haven_labelled,2121,86.5,10,7 | 1 | 3 | 2 | 4
endline,d12_assist_del,D12.1. Who assisted the delivery?,haven_labelled,2121,86.5,6,1 | 2 | 3 | 4 | 5
endline,d13_reason,D13.What were the main reasons for choosing to deliver at [${d12_place_cal}]? [,character,0,0,135, | 3 8 12 13 | 15 16 | 8 | 16 18
endline,d13_reason_1,C13. Close to home,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_2,C13. Staff give good advice,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_3,C13. Good staff attitude,haven_labelled,2122,86.5,2,1 | 0
endline,d13_reason_4,C13. Knew someone in the facility,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_5,C13. Less waiting time,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_6,C13. Medicine available,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_7,C13. Staff are qualified,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_8,C13. Less costly,haven_labelled,2122,86.5,2,1 | 0
endline,d13_reason_9,C13. Felt not serious (minor aliment),haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_10,C13. Cleaner facility,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_11,C13. More privacy,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_12,C13. Was referred,haven_labelled,2122,86.5,2,1 | 0
endline,d13_reason_13,C13. Was recommended by the consulting health provider,haven_labelled,2122,86.5,2,1 | 0
endline,d13_reason_14,C13. My insurance covered the costs at that health facility partially or fully.,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_15,C13. Due to complication at Childbirth,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_16,C13. Need Caesarean,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_17,C13. Difficult labour,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_18,C13. The government health care facilities were closed.,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_19,C13. Concern about Covid 19 transmission,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_20,C13. Security concern,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_21,C13. The hospitals were far from home,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_22,C13. Old age,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_23,C13. High risk pregnanacy,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_24,C13. Was recommended by family/friends/neighbours,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_25,C13. There was no patient's attendance for me.,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_26,C13. Unexpectedly deliver before due date,haven_labelled,2122,86.5,2,0 | 1
endline,d13_reason_27,C13. Easy to get birth registration certificate,haven_labelled,2122,86.5,2,0 | 1
endline,d13_anc_yn,"D13.1.During this pregnancy, did you received antenatal care?",haven_labelled,2121,86.5,2,1 | 0
endline,d13_anc_week,D13.2.How many weeks were you pregnant when you first sought antenatal care for,numeric,2125,86.6,26,17 | 26 | 13 | 8 | 30
endline,d14_time,D14.How many times did you seek antenatal care for this pregnancy until birth?,numeric,2125,86.6,15,14 | 7 | 4 | 5 | 10
endline,d14_antecare,D14.1.What kind of services did you receive during antenatal care visits for thi,character,0,0,117, | 1 4 5 11 | 1 2 5 6 11 | 1 2 4 5 7 10 11 | 1 4 5 6 11
endline,d14_antecare_1,D14. Vital sign,haven_labelled,2125,86.6,2,1 | 0
endline,d14_antecare_2,D14. Testing,haven_labelled,2125,86.6,2,0 | 1
endline,d14_antecare_3,D14. Infection screening,haven_labelled,2125,86.6,2,0 | 1
endline,d14_antecare_4,D14. Ultrasound,haven_labelled,2125,86.6,2,1 | 0
endline,d14_antecare_5,D14. Tetanus immunization,haven_labelled,2125,86.6,2,1 | 0
endline,d14_antecare_6,D14. Deworming,haven_labelled,2125,86.6,2,0 | 1
endline,d14_antecare_7,D14. Supplements,haven_labelled,2125,86.6,2,0 | 1
endline,d14_antecare_8,D14. Specialist consultation  (Specialist doctors),haven_labelled,2125,86.6,2,0 | 1
endline,d14_antecare_9,D14. Doctors' consultation (Non-specialist),haven_labelled,2125,86.6,2,0 | 1
endline,d14_antecare_10,D14. Nurses/midwives/health assistant consultation,haven_labelled,2125,86.6,2,0 | 1
endline,d14_antecare_11,D14. Weight measurement,haven_labelled,2125,86.6,2,1 | 0
endline,d14_anc_usg,"D14.2.During this pregnancy, how many times did you get an ultrasound screening?",numeric,2251,91.8,5,2 | 1 | 3 | 4 | 5
endline,d14_anc_antitt,"D14.3.During this pregnancy, how many times did you get a tetanus injection?",numeric,2184,89,4,2 | 3 | 1 | 4
endline,d14_anc_deworm,"D14.4. During this pregnancy, how many times did you take deworming drugs?",numeric,2252,91.8,3,2 | 1 | 3
endline,d14_anc_iron,"D14.5. During this pregnancy, how many days did you take the iron tablets or iro",numeric,2187,89.2,30,180 | 240 | 100 | 60 | 90
endline,d15_admit,D15.Were you admitted overnight to a hospital for reasons related to that pregna,haven_labelled,2121,86.5,2,0 | 1
